DEBUG 2020-07-17 10:34:56,396 [43   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
INFO  2020-07-17 16:49:23,756 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 99.9589ms 200 application/json; charset=utf-8
DEBUG 2020-07-17 16:49:28,057 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:49:33,070 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:49:38,088 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:49:43,100 [59   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
INFO  2020-07-17 16:49:45,899 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/Session/GetCurrentLoginInformations  
INFO  2020-07-17 16:49:45,903 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:49:45,915 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 8.3864ms 204 
INFO  2020-07-17 16:49:45,920 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 16:49:45,924 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:49:45,929 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 8.9612ms 204 
INFO  2020-07-17 16:49:45,939 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Session/GetCurrentLoginInformations  
INFO  2020-07-17 16:49:45,943 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 16:49:45,946 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:49:45,949 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:49:45,960 [11   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 16:49:45,962 [65   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 16:49:45,964 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application)'
INFO  2020-07-17 16:49:45,967 [65   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 16:49:45,973 [65   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetMainMenu", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetMainMenu(System.String) on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
INFO  2020-07-17 16:49:45,977 [11   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetCurrentLoginInformations", controller = "Session"}. Executing controller action with signature System.Threading.Tasks.Task`1[Capinfo.Sessions.Dto.GetCurrentLoginInformationsOutput] GetCurrentLoginInformations() on controller Capinfo.Sessions.SessionAppService (Capinfo.Application).
INFO  2020-07-17 16:49:45,998 [11   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application) - Validation state: Valid
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:9
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:10
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:15
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:25
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:26
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:29
DEBUG 2020-07-17 16:49:46,000 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:30
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:31
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:32
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:33
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:34
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:35
DEBUG 2020-07-17 16:49:46,001 [65   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:36
INFO  2020-07-17 16:49:46,004 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 3.8769ms.
DEBUG 2020-07-17 16:49:46,004 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
INFO  2020-07-17 16:49:46,007 [11   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:49:46,025 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application) in 44.5219ms
INFO  2020-07-17 16:49:46,027 [65   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 16:49:46,029 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application)'
INFO  2020-07-17 16:49:46,032 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 92.9214ms 200 application/json; charset=utf-8
INFO  2020-07-17 16:49:46,123 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 93.226ms.
DEBUG 2020-07-17 16:49:46,124 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1000
DEBUG 2020-07-17 16:49:46,124 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1001
INFO  2020-07-17 16:49:46,131 [12   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:49:46,134 [12   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) in 156.1194ms
INFO  2020-07-17 16:49:46,136 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 16:49:46,139 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 196.7509ms 200 application/json; charset=utf-8
INFO  2020-07-17 16:49:47,135 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetTree  
INFO  2020-07-17 16:49:47,139 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:49:47,142 [65   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application)'
INFO  2020-07-17 16:49:47,147 [65   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetTree", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetTree() on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
INFO  2020-07-17 16:49:47,204 [65   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 16:49:47,295 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 89.1068ms.
INFO  2020-07-17 16:49:47,300 [12   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:49:47,304 [12   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application) in 153.7421ms
INFO  2020-07-17 16:49:47,309 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application)'
INFO  2020-07-17 16:49:47,312 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 176.9335ms 200 application/json; charset=utf-8
DEBUG 2020-07-17 16:49:48,112 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:49:53,125 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:49:58,141 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:03,155 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
INFO  2020-07-17 16:50:04,004 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetTree  
INFO  2020-07-17 16:50:04,009 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:04,013 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/AbpUserConfiguration/GetAll  
INFO  2020-07-17 16:50:04,016 [65   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application)'
INFO  2020-07-17 16:50:04,020 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:04,029 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 12.659500000000001ms 204 
INFO  2020-07-17 16:50:04,035 [65   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetTree", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetTree() on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
INFO  2020-07-17 16:50:04,105 [65   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 16:50:04,234 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 125.85810000000001ms.
INFO  2020-07-17 16:50:04,244 [11   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:50:04,247 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application) in 209.25580000000002ms
INFO  2020-07-17 16:50:04,249 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetTree (Capinfo.Application)'
INFO  2020-07-17 16:50:04,252 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 247.80700000000002ms 200 application/json; charset=utf-8
INFO  2020-07-17 16:50:04,262 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/AbpUserConfiguration/GetAll  
INFO  2020-07-17 16:50:04,265 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:04,268 [11   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 16:50:04,271 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController.GetAll (Abp.AspNetCore)'
INFO  2020-07-17 16:50:04,279 [11   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpUserConfiguration", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.JsonResult] GetAll() on controller Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController (Abp.AspNetCore).
INFO  2020-07-17 16:50:04,308 [11   ] c.Infrastructure.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController.GetAll (Abp.AspNetCore) - Validation state: Valid
INFO  2020-07-17 16:50:04,315 [11   ] c.Infrastructure.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.JsonResult in 4.5693ms.
INFO  2020-07-17 16:50:04,324 [65   ] tonsoftJson.NewtonsoftJsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:50:04,327 [65   ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController.GetAll (Abp.AspNetCore) in 45.936600000000006ms
INFO  2020-07-17 16:50:04,330 [65   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Controllers.AbpUserConfigurationController.GetAll (Abp.AspNetCore)'
INFO  2020-07-17 16:50:04,333 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 73.0498ms 200 application/json; charset=utf-8
INFO  2020-07-17 16:50:06,818 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/Session/GetCurrentLoginInformations  
INFO  2020-07-17 16:50:06,822 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:06,825 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 7.748ms 204 
INFO  2020-07-17 16:50:06,835 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 16:50:06,840 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:06,844 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 9.5218ms 204 
INFO  2020-07-17 16:50:06,852 [65   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Session/GetCurrentLoginInformations  
INFO  2020-07-17 16:50:06,857 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 16:50:06,860 [65   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:06,864 [11   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 16:50:06,867 [65   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 16:50:06,869 [11   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 16:50:06,875 [65   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application)'
INFO  2020-07-17 16:50:06,878 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 16:50:06,885 [65   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetCurrentLoginInformations", controller = "Session"}. Executing controller action with signature System.Threading.Tasks.Task`1[Capinfo.Sessions.Dto.GetCurrentLoginInformationsOutput] GetCurrentLoginInformations() on controller Capinfo.Sessions.SessionAppService (Capinfo.Application).
INFO  2020-07-17 16:50:06,890 [11   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetMainMenu", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetMainMenu(System.String) on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
INFO  2020-07-17 16:50:06,930 [65   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application) - Validation state: Valid
DEBUG 2020-07-17 16:50:06,934 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:9
DEBUG 2020-07-17 16:50:06,935 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:10
DEBUG 2020-07-17 16:50:06,935 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:15
DEBUG 2020-07-17 16:50:06,935 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:25
DEBUG 2020-07-17 16:50:06,935 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:26
DEBUG 2020-07-17 16:50:06,935 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:29
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:30
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:31
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:32
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:33
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:34
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:35
DEBUG 2020-07-17 16:50:06,936 [11   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:36
INFO  2020-07-17 16:50:06,939 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 6.5461ms.
DEBUG 2020-07-17 16:50:06,940 [13   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
INFO  2020-07-17 16:50:06,943 [13   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:50:06,966 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application) in 71.52600000000001ms
INFO  2020-07-17 16:50:06,967 [11   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 16:50:06,969 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Sessions.SessionAppService.GetCurrentLoginInformations (Capinfo.Application)'
INFO  2020-07-17 16:50:06,972 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 121.7776ms 200 application/json; charset=utf-8
INFO  2020-07-17 16:50:07,045 [59   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 75.12780000000001ms.
DEBUG 2020-07-17 16:50:07,045 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1000
DEBUG 2020-07-17 16:50:07,045 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1001
INFO  2020-07-17 16:50:07,051 [12   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 16:50:07,053 [12   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) in 161.63160000000002ms
INFO  2020-07-17 16:50:07,057 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 16:50:07,060 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 205.2767ms 200 application/json; charset=utf-8
DEBUG 2020-07-17 16:50:08,169 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:13,180 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:18,192 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:23,201 [51   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:28,219 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:33,239 [51   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:38,247 [51   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:43,264 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:48,277 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:53,296 [51   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:50:58,313 [13   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:03,337 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:08,353 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:13,354 [51   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:18,371 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:23,384 [13   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:28,386 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:33,403 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:38,422 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:43,440 [13   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:48,444 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:53,464 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:51:58,481 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:03,498 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:08,522 [13   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:13,533 [11   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:18,543 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:23,567 [12   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:28,576 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
DEBUG 2020-07-17 16:52:33,589 [65   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
